time,pos_x,pos_y,theta,distance,vel_lin,vel_ang
14:21:56,-0.7621347329008418,3.52311628784579,-0.3028954183997813,0.0028555545097813154,0.06842105263157895,-1.0
14:21:57,-0.6086357230716757,3.361575281474914,-1.1862965389454259,0.008461200501572999,0.26,-0.5242105263157895
14:21:58,-0.568177999261692,3.117715441751818,-1.5532513574320839,0.008242476354821617,0.26,-0.052631578947368474
14:21:59,-0.5700755264568453,2.874887837201794,-1.615707413030932,0.008332256467592222,0.26,-0.052631578947368474
14:22:00,-0.5864407853120833,2.6193236652108633,-1.6714896569292972,0.00884021969027396,0.24631578947368427,-0.1578947368421053
14:22:01,-0.6317305455252286,2.371348793335029,-1.8318277813652097,0.0086627637851548,0.26,-0.26315789473684215
14:22:02,-0.717843931573624,2.1340077226317886,-1.9982808249457151,0.008007761963785607,0.26,-0.26315789473684215
14:22:03,-0.8434471237853516,1.9129766977445026,-2.19033469175519,0.007960866292132102,0.26,-0.26315789473684215
14:22:04,-1.003204733862153,1.7195915114035838,-2.2961715697182377,0.008494557260420858,0.26,0.0
14:22:05,-1.1763243758219468,1.5331961839080965,-2.3908967832634875,0.0095744750551108,0.26,-0.052631578947368474
14:22:06,-1.3695705094523802,1.3657831213420675,-2.4527316402279515,0.009343262793634831,0.26,0.0
14:22:07,-1.5719890425286749,1.1967816821527668,-2.442798290227124,0.008429188145193466,0.26,0.1578947368421052
14:22:08,-1.7616812067323535,1.0277358249465736,-2.4051339875887785,0.00875835633723159,0.26,0.0
14:22:09,-1.9486775604535036,0.8559974941697231,-2.3531192647703265,0.009236146134594832,0.26,0.26315789473684204
14:22:10,-2.0992483080545803,0.6606035034457999,-2.0868137830769675,0.008379357119736515,0.23263157894736847,0.36842105263157887
14:22:11,-2.176001579629255,0.42786048564393236,-1.6996375482000372,0.008908721017369798,0.26,0.4736842105263157
14:22:12,-2.1689998240728054,0.17870761039853877,-1.4456499365791367,0.00882043560714044,0.24631578947368427,0.1578947368421052
14:22:13,-2.1275711027657436,-0.07439841661689625,-1.3709136432786182,0.008827431990513545,0.26,0.05263157894736836
14:22:14,-2.067499109130229,-0.31526869603988816,-1.2706364462758226,0.008351631887402532,0.26,0.0
14:22:15,-1.998188098044135,-0.5531240065046019,-1.3257816440953822,0.008547616035740831,0.26,-0.26315789473684215
14:22:16,-1.9609708375181127,-0.7778695376757401,-1.4801809451541812,0.008374748023454838,0.26,-0.1578947368421053
14:22:17,-1.95376333795959,-0.9052554624891332,-1.5395779646503065,0.008854535841619307,0.24631578947368427,-0.052631578947368474
14:22:18,-1.9509892404525755,-1.1528237055601465,-1.5830736232236964,0.008832088718054304,0.26,-0.1578947368421053
14:22:19,-1.967308352473149,-1.4003804876556967,-1.6692238639043733,0.008603351808530732,0.26,-0.052631578947368474
14:22:20,-1.9906216554361236,-1.6411609189958427,-1.6574319926404646,0.008674062337048868,0.24631578947368427,0.05263157894736836
14:22:21,-2.01329079824726,-1.8883935621074033,-1.7018022782997149,0.008945408934773061,0.26,-0.1578947368421053
14:22:22,-2.065977146387832,-2.119344154769239,-1.8828297429186616,0.006750621756990818,0.17789473684210527,-0.052631578947368474
14:22:23,-2.1150214394718745,-2.243796757815184,-2.055025245888206,0.0025838507703849186,0.08210526315789474,-0.26315789473684215
14:22:24,-2.122724416952581,-2.2559410252309147,-1.4941864454088918,0.00021278740645670294,0.0,0.894736842105263
14:22:25,-2.12371610661098,-2.25377744192803,-0.7840221399356583,5.435173237593935e-05,0.0,0.5789473684210525
14:22:26,-2.1246041274123626,-2.253261655226323,-0.39801999684457534,2.9691696002425484e-05,0.0,0.26315789473684204
14:22:27,-2.1251984472165293,-2.2531144349675953,-0.18195962500387639,1.6361232715736416e-05,0.0,0.1578947368421052
