time,pos_x,pos_y,theta,distance,vel_lin,vel_ang
14:18:32,-2.393855508419453,-2.797800946389783,3.2434940581129417,0.0017005738581064404,-0.05000000074505806,0.0
14:18:33,-2.3447947602888433,-2.7927945290043588,3.2431674620962276,0.001700474595541498,-0.05000000074505806,0.0
14:18:34,-2.295734161029582,-2.787803040665407,3.2428787575567686,0.001700434467472965,-0.05000000074505806,0.0
14:18:35,-2.2449819070664416,-2.782653512389241,3.24261623151224,0.001700438328085631,-0.05000000074505806,0.0
14:18:36,-2.1959216238625756,-2.777687481715919,3.2423936028245213,0.001700342897332057,-0.05000000074505806,0.0
14:18:37,-2.2363152710641834,-2.7737086168302323,2.9153657778245083,0.00642630321831706,0.15052631578947367,-1.0
14:18:38,-2.3317072670393473,-2.7111692358104347,2.049822730581958,6.43992153535219e-05,0.0,-1.0
14:18:39,-2.3234168542494493,-2.6617517420243164,1.4148278896913904,0.004625964857836874,0.13684210526315788,0.36842105263157887
14:18:40,-2.3198736976362917,-2.6276555322074064,1.1310368380310691,3.926624334473448e-05,0.0,-0.5789473684210527
14:18:41,-2.3193748193541803,-2.6269752885687327,0.676869884504983,2.3550937088808582e-05,0.0,-0.368421052631579
14:18:42,-2.318951335248395,-2.626688255547318,0.40824869030871225,1.1106873306746883e-05,0.0,-0.1578947368421053
