time,pos_x,pos_y,theta,distance,vel_lin,vel_ang
21:25:20,1.3081941385220268,-0.5389592167870172,-0.014276341376763455,2.0753553643533758e-05,0.0,-0.48
21:25:24,1.3082262485214093,-0.5389589127111073,-0.030492159025972264,3.2111439122291655e-05,0.0,-0.64
21:25:24,1.3088738077955555,-0.5390740630404097,-0.3757756552259322,6.46784947819307e-05,0.0,-1.0
21:25:25,1.3145147643666393,-0.5516540552998993,-1.387992155332823,0.0009950871787848487,0.02736842105263158,-1.0
21:25:26,1.2750218566416065,-0.6218531139613198,-2.3383066157370074,0.007973159178639114,0.24631578947368427,-1.0
21:25:27,1.061508247332926,-0.7014266085635972,-3.1210574044211636,0.007940557678895682,0.23263157894736847,-0.4736842105263158
21:25:28,0.8206425257026617,-0.6746414024578741,-3.3245144573368965,0.008348535955749862,0.26,0.0
21:25:29,0.5666493340753422,-0.6285728202211249,-3.3064978753792817,0.007898031802619072,0.26,0.05263157894736836
21:25:30,0.32277436448271374,-0.5930305793132187,-3.2671743045830364,0.008487970222068873,0.26,0.05263157894736836
21:25:31,0.07844374114181663,-0.5674092668477395,-3.2241722732581337,0.008313584833393145,0.26,0.1578947368421052
21:25:32,-0.17121993975539207,-0.5542284422360745,-3.175720488594526,0.00836291645495968,0.24631578947368427,0.05263157894736836
21:25:33,-0.42183373094749765,-0.5503860404273246,-3.153569525893099,0.008915369739552237,0.23263157894736847,0.0
21:25:34,-0.6661095591663404,-0.5421021251967619,-3.1871743791368496,0.008344650802044464,0.23263157894736847,0.0
21:25:35,-0.9134488828143144,-0.5291596871427371,-3.1990992716100157,0.008350082981993601,0.23263157894736847,0.05263157894736836
21:25:36,-1.1623306938094327,-0.5254282666982643,-3.1297388281240726,0.008435862567986596,0.24631578947368427,0.05263157894736836
21:25:37,-1.4211118321763305,-0.5153490302283436,-3.296727915899452,0.008836657397618837,0.26,-0.26315789473684215
21:25:38,-1.6597871871379863,-0.4267297112271863,-3.699708103744041,0.00874817962479033,0.26,-0.4736842105263158
21:25:39,-1.8370500034809438,-0.2505753103210462,-4.144224535776299,0.00839674315282139,0.26,-0.368421052631579
21:25:40,-1.9318488054789786,-0.02388372501544381,-4.466501118169925,0.007964890668481184,0.26,-0.26315789473684215
21:25:41,-1.959236752762945,0.2137820582889798,-4.7120395467982865,0.007860008138519437,0.21894736842105267,-0.1578947368421053
21:25:42,-1.9607162360867358,0.4673425972124207,-4.644546063875736,0.008600973649803181,0.24631578947368427,0.1578947368421052
21:25:43,-1.9858565753971076,0.6650526915789883,-4.5454923569344405,0.0049330789985903845,0.15052631578947367,0.05263157894736836
21:25:44,-2.0027471989252783,0.7545625167597014,-4.662158614529859,6.0113895338650617e-05,0.0,-1.0
21:25:45,-1.9945584914927532,0.7783533166393286,-5.2205927699939885,7.989445638095984e-05,0.0,-0.5789473684210527
21:25:46,-1.9941559841240433,0.7788401617938642,-5.690947965444698,2.1718679494521763e-05,0.0,-0.368421052631579
21:25:47,-1.9938138711664388,0.7790555419500149,-5.958716824552313,1.0637087196880065e-05,0.0,-0.1578947368421053
